filename,width,height,size_ratio_original,contour,center,diameter,area,order,idx_child,idx_parent,x,y
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,562,1297
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,562,1300
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,565,1300
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,566,1299
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,572,1299
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,575,1296
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,578,1296
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,579,1295
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,581,1295
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,582,1294
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,583,1294
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,585,1292
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,588,1292
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,589,1291
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,591,1291
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,592,1290
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,594,1290
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,595,1289
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,598,1289
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,599,1288
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,601,1288
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,602,1287
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,603,1287
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,604,1286
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,607,1286
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,608,1285
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,611,1285
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,612,1284
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,614,1284
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,615,1283
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,616,1283
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,617,1282
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,619,1282
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,620,1281
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,620,1279
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,621,1278
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,623,1278
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,624,1277
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,624,1275
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,625,1274
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,627,1274
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,628,1273
